LLAVE,MUNICIPIO,CLAVECCT,NOMBRE,TURNO,PERIODO,TIPO,NIVEL,SUBNIVEL,NIV,SEREDU,SOSADMI,SEXO,TOTAL_DIS,CEGUERA,BAJA VISIÓN,SORDERA,HIPOACUSIA,SORDOCEGUERA,DISCAPACIDAD MOTRIZ,DISCAPACIDAD INTELECTUAL,DISCAPACIDAD PSICOSOCIAL,TRANSTORNO DEL ESPECTRO AUTISTA,DISCAPACIDAD MÚLTIPLE,TRANSTORNO POR DÉFICIT DE ATENCIÓN E HIPERACTIVIDAD,APTITUDES SOBRESALIENTES,OTRAS CONDICIONES,USAER CORRESPONDE
13PJN0032H1,APAN,13PJN0032H,PLANCARTE,1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR GENERAL,2,General Particular,Particular,MUJERES,1,0,0,0,0,0,0,0,0,1,0,0,0,0,No Asignada
13PJN0104K1,TULA DE ALLENDE,13PJN0104K,CENTRO EDUCATIVO INFANTIL MANANTIAL,1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR GENERAL,2,General Particular,Particular,MUJERES,1,0,0,0,0,0,0,0,0,1,0,0,0,0,No Asignada
13PJN0120B1,TLANALAPA,13PJN0120B,COLEGIO NIĂ‘OS HEROES,1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR GENERAL,2,General Particular,Particular,MUJERES,1,0,0,0,0,0,0,0,0,1,0,0,0,0,No Asignada
13PJN0123Z1,MINERAL DE LA REFORMA,13PJN0123Z,COLEGIO ANGLO HIDALGUENSE,1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR GENERAL,2,General Particular,Particular,MUJERES,1,0,0,0,0,0,0,0,0,0,0,0,0,1,No Asignada
13PJN0138A1,TULANCINGO DE BRAVO,13PJN0138A,E-DUCARE,1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR GENERAL,2,General Particular,Particular,MUJERES,1,0,0,0,0,0,0,0,0,0,0,0,0,1,No Asignada
13PJN0144L1,ATITALAQUIA,13PJN0144L,COLEGIO LATINOAMERICANO,1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR GENERAL,2,General Particular,Particular,MUJERES,1,0,0,0,0,0,0,0,0,1,0,0,0,0,No Asignada
13PJN0146J1,PACHUCA DE SOTO,13PJN0146J,COLEGIO SANDERSON,1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR GENERAL,2,General Particular,Particular,MUJERES,1,0,0,0,0,0,0,0,0,0,0,0,0,1,No Asignada
13PJN0152U1,TEPEJI DEL RIO DE OCAMPO,13PJN0152U,YOMEXIKAH,1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR GENERAL,2,General Particular,Particular,MUJERES,1,0,0,0,0,0,0,0,0,1,0,0,0,0,No Asignada
13PJN0153T1,TULA DE ALLENDE,13PJN0153T,MARIA MONTESSORI,1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR GENERAL,2,General Particular,Particular,MUJERES,2,0,0,0,0,0,0,0,0,0,0,0,0,2,No Asignada
13PJN0161B1,PACHUCA DE SOTO,13PJN0161B,INSTITUTO EDUCATIVO EDISON,1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR GENERAL,2,General Particular,Particular,MUJERES,1,0,1,0,0,0,0,0,0,0,0,0,0,0,No Asignada
13PJN0167W1,FRANCISCO I. MADERO,13PJN0167W,KIDS' KINGDOM,1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR GENERAL,2,General Particular,Particular,MUJERES,2,0,0,0,0,0,0,0,0,1,0,0,0,1,No Asignada
13PJN0239Z1,APAN,13PJN0239Z,CARRUSEL,1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR GENERAL,2,General Particular,Particular,MUJERES,1,0,0,0,0,0,0,0,0,0,0,1,0,0,No Asignada
13PJN0267V1,APAN,13PJN0267V,LA ABEJITA DE LOS LLANOS DE APAN,1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR GENERAL,2,General Particular,Particular,MUJERES,1,0,0,0,0,0,0,0,0,0,0,0,0,1,No Asignada
13PJN0275D1,PACHUCA DE SOTO,13PJN0275D,LITTLE ANGELS SCHOOL,1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR GENERAL,2,General Particular,Particular,MUJERES,1,0,1,0,0,0,0,0,0,0,0,0,0,0,No Asignada
13PJN0286J1,MINERAL DE LA REFORMA,13PJN0286J,"LICEO REAL DEL SUR, S.C.",1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR GENERAL,2,General Particular,Particular,MUJERES,1,0,0,0,0,0,1,0,0,0,0,0,0,0,No Asignada
13PJN0306G1,PACHUCA DE SOTO,13PJN0306G,INSTITUTO KAANS,1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR GENERAL,2,General Particular,Particular,MUJERES,1,0,0,0,0,0,0,0,0,1,0,0,0,0,No Asignada
13PJN0313Q1,MINERAL DE LA REFORMA,13PJN0313Q,INSTITUTO ALEXANDER VON HUMBOLDT,1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR GENERAL,2,General Particular,Particular,MUJERES,1,0,0,0,0,0,1,0,0,0,0,0,0,0,No Asignada
13PJN0349E1,TIZAYUCA,13PJN0349E,CENTRO EDUCATIVO JEAN PIAGET,1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR GENERAL,2,General Particular,Particular,MUJERES,1,0,0,0,0,0,0,0,0,0,0,0,0,1,No Asignada
13PJN0369S1,PACHUCA DE SOTO,13PJN0369S,"ANGLO AMERICANO DE HIDALGO, A.C.",1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR GENERAL,2,General Particular,Particular,MUJERES,1,0,0,0,0,0,0,0,0,1,0,0,0,0,No Asignada
13PJN0372F1,TETEPANGO,13PJN0372F,BICENTENARIO,1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR GENERAL,2,General Particular,Particular,MUJERES,1,0,0,0,0,0,0,0,0,0,0,0,0,1,No Asignada
13PJN0381N1,ZEMPOALA,13PJN0381N,COLEGIO NELLI,1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR GENERAL,2,General Particular,Particular,MUJERES,1,0,0,0,0,0,0,0,0,1,0,0,0,0,No Asignada
13PJN0384K1,TIZAYUCA,13PJN0384K,NICTE-HA,1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR GENERAL,2,General Particular,Particular,MUJERES,2,0,0,0,1,0,0,0,0,0,0,1,0,0,No Asignada
13PJN0401K1,TEPEJI DEL RIO DE OCAMPO,13PJN0401K,COLEGIO RENACIMIENTO,1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR GENERAL,2,General Particular,Particular,MUJERES,1,0,0,0,1,0,0,0,0,0,0,0,0,0,No Asignada
13PJN0406F1,PACHUCA DE SOTO,13PJN0406F,CENTRO EDUCATIVO MADRID HELEN KELLER,1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR GENERAL,2,General Particular,Particular,MUJERES,2,0,0,0,0,0,0,0,0,2,0,0,0,0,No Asignada
13PJN0407E1,ATITALAQUIA,13PJN0407E,SCHOOL HOUSE SAFARI,1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR GENERAL,2,General Particular,Particular,MUJERES,1,0,0,0,0,0,0,0,0,1,0,0,0,0,No Asignada
13PJN0409C1,ATOTONILCO DE TULA,13PJN0409C,ESVERT,1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR GENERAL,2,General Particular,Particular,MUJERES,1,0,1,0,0,0,0,0,0,0,0,0,0,0,No Asignada
13PJN0412Q1,SANTIAGO TULANTEPEC DE LUGO GUERRERO,13PJN0412Q,FRIDA KAHLO,1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR GENERAL,2,General Particular,Particular,MUJERES,1,0,1,0,0,0,0,0,0,0,0,0,0,0,No Asignada
13PJN0415N1,PACHUCA DE SOTO,13PJN0415N,INSTITUTO CEDRUS,1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR GENERAL,2,General Particular,Particular,MUJERES,2,0,0,0,0,0,0,0,0,2,0,0,0,0,No Asignada
13PJN0417L1,PACHUCA DE SOTO,13PJN0417L,KINDERGYM,1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR GENERAL,2,General Particular (INICIAL),Particular,MUJERES,1,0,0,0,0,0,0,0,0,1,0,0,0,0,No Asignada
13PJN0421Y1,TIZAYUCA,13PJN0421Y,CENTRO EDUCATIVO INDEPENDIENTE TIZAYOCAN,1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR GENERAL,2,General Particular,Particular,MUJERES,5,0,2,0,0,0,0,0,0,2,0,0,1,0,No Asignada
13PJN0424V1,MINERAL DE LA REFORMA,13PJN0424V,CASA DEI BAMBINI MONTESSORI,1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR GENERAL,2,General Particular,Particular,MUJERES,3,0,0,0,0,0,0,0,0,2,0,0,0,1,No Asignada
13PJN0442K1,TULANCINGO DE BRAVO,13PJN0442K,COLEGIO TULANCINGO,1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR GENERAL,2,General Particular,Particular,MUJERES,1,0,0,0,0,0,0,0,0,1,0,0,0,0,No Asignada
13PJN0447F1,PACHUCA DE SOTO,13PJN0447F,CENTRO EDUCATIVO MUNDO LULA,1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR GENERAL,2,General Particular,Particular,MUJERES,1,0,1,0,0,0,0,0,0,0,0,0,0,0,No Asignada
13PJN0452R1,PACHUCA DE SOTO,13PJN0452R,PERSONAL ACADEMICO DE LA U.A.E.H. A.C.,1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR GENERAL,2,General Particular (INICIAL),Particular,MUJERES,2,1,0,0,0,0,0,0,0,1,0,0,0,0,No Asignada
13PJN0466U1,MIXQUIAHUALA DE JUAREZ,13PJN0466U,COMUNIDAD INFANTIL LA PAZ,1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR GENERAL,2,General Particular,Particular,MUJERES,1,0,0,0,0,0,1,0,0,0,0,0,0,0,No Asignada
13PJN0467T1,TULA DE ALLENDE,13PJN0467T,INSTITUTO ANGELES,1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR GENERAL,2,General Particular,Particular,MUJERES,1,1,0,0,0,0,0,0,0,0,0,0,0,0,No Asignada
13PJN0468S1,PACHUCA DE SOTO,13PJN0468S,INSTITUTO LAZANOV,1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR GENERAL,2,General Particular (INICIAL),Particular,MUJERES,1,0,0,0,0,0,0,0,0,0,0,0,0,1,No Asignada
13PJN0470G1,HUEJUTLA DE REYES,13PJN0470G,COLEGIO INFANTIL TORRE FUERTE,1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR GENERAL,2,General Particular,Particular,MUJERES,5,0,2,0,0,0,0,1,0,1,0,0,0,1,No Asignada
13PJN0471F1,TULANCINGO DE BRAVO,13PJN0471F,COLEGIO INFANTIL MONTESSORI,1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR GENERAL,2,General Particular,Particular,MUJERES,1,0,0,0,0,0,0,1,0,0,0,0,0,0,No Asignada
13PJN0475B1,ZEMPOALA,13PJN0475B,INSTITUTO REAL VIZCAINO,1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR GENERAL,2,General Particular,Particular,MUJERES,1,0,0,0,0,0,0,0,0,1,0,0,0,0,No Asignada
13PJN0483K1,TEPEJI DEL RIO DE OCAMPO,13PJN0483K,HELEN KELLER,1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR GENERAL,2,General Particular,Particular,MUJERES,1,0,0,0,0,0,0,1,0,0,0,0,0,0,No Asignada
13PJN0489E1,SAN AGUSTIN TLAXIACA,13PJN0489E,MAPLE BEAR,1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR GENERAL,2,General Particular,Particular,MUJERES,1,0,0,0,0,0,0,0,0,0,0,0,0,1,No Asignada
13PJN3009A1,TLAXCOAPAN,13PJN3009A,VILLAS EDUCATIVAS,1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR GENERAL,2,General Particular (INICIAL),Particular,MUJERES,2,0,0,0,0,0,0,0,0,1,0,1,0,0,No Asignada
13PJN3015L1,PACHUCA DE SOTO,13PJN3015L,NANA-CHIPILLI,1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR GENERAL,2,General Particular (INICIAL),Particular,MUJERES,2,0,0,0,0,0,0,0,0,0,0,0,0,2,No Asignada
13PJN3503B1,PACHUCA DE SOTO,13PJN3503B,ARCOIRIS,1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR GENERAL,2,General Particular (INICIAL),Particular,MUJERES,1,0,0,0,0,0,0,0,0,1,0,0,0,0,No Asignada
13PJN3516F1,TIZAYUCA,13PJN3516F,OXFORD,1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR GENERAL,2,General Particular (INICIAL),Particular,MUJERES,3,1,0,0,0,0,1,0,0,1,0,0,0,0,No Asignada
13PJN3523P1,PACHUCA DE SOTO,13PJN3523P,OSCAR GONZALEZ BLACKALLER,1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR GENERAL,2,General Particular (INICIAL),Particular,MUJERES,1,0,0,0,0,0,0,0,0,0,0,0,0,1,No Asignada
13DCC0067C1,ATLAPEXCO,13DCC0067C,FRANCISCO ZARCO,1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR INDIGENA,2,Indígena,Federal Transferido,MUJERES,1,0,0,0,0,0,0,0,0,0,0,0,0,1,No Asignada
13DCC0076K1,SAN BARTOLO TUTOTEPEC,13DCC0076K,LA PRIMAVERA,1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR INDIGENA,2,Indígena,Federal Transferido,MUJERES,1,0,1,0,0,0,0,0,0,0,0,0,0,0,No Asignada
13DCC0136I1,IXMIQUILPAN,13DCC0136I,JUAN ESCUTIA,1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR INDIGENA,2,Indígena,Federal Transferido,MUJERES,1,0,0,0,0,0,1,0,0,0,0,0,0,0,No Asignada
13DCC0144R1,HUEJUTLA DE REYES,13DCC0144R,EMILIANO ZAPATA,1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR INDIGENA,2,Indígena,Federal Transferido,MUJERES,1,0,0,1,0,0,0,0,0,0,0,0,0,0,No Asignada
13DCC0235I1,TECOZAUTLA,13DCC0235I,LEONA VICARIO,1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR INDIGENA,2,Indígena,Federal Transferido,MUJERES,1,0,0,0,0,0,0,0,0,0,0,0,0,1,No Asignada
13DCC0276I1,TLANCHINOL,13DCC0276I,JUAN ESCUTIA,1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR INDIGENA,2,Indígena,Federal Transferido,MUJERES,1,0,0,0,0,0,0,1,0,0,0,0,0,0,No Asignada
13DCC0345O1,NICOLAS FLORES,13DCC0345O,LEONA VICARIO,1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR INDIGENA,2,Indígena,Federal Transferido,MUJERES,1,0,0,0,0,0,0,0,0,0,1,0,0,0,No Asignada
13DCC0566Z1,IXMIQUILPAN,13DCC0566Z,RAFAEL RAMIREZ,1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR INDIGENA,2,Indígena,Federal Transferido,MUJERES,1,0,0,0,0,0,0,0,0,0,0,0,0,1,No Asignada
13DCC0616Q1,CARDONAL,13DCC0616Q,MARGARITA MAZA DE JUAREZ,1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR INDIGENA,2,Indígena,Federal Transferido,MUJERES,1,0,0,0,0,0,1,0,0,0,0,0,0,0,No Asignada
13DCC0661C1,TENANGO DE DORIA,13DCC0661C,MANUEL ACUĆ‘A,1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR INDIGENA,2,Indígena,Federal Transferido,MUJERES,1,0,0,0,0,0,0,0,0,0,0,0,0,1,No Asignada
13DCC0690Y1,JALTOCAN,13DCC0690Y,JOSEFA ORTIZ DE DOMINGUEZ,1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR INDIGENA,2,Indígena,Federal Transferido,MUJERES,2,0,0,0,0,0,0,0,0,1,0,0,0,1,No Asignada
13DCC0740P1,SAN FELIPE ORIZATLAN,13DCC0740P,MOISES SAENZ,1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR INDIGENA,2,Indígena,Federal Transferido,MUJERES,1,0,0,0,0,0,1,0,0,0,0,0,0,0,No Asignada
13DCC0750W1,HUEJUTLA DE REYES,13DCC0750W,ALVARO OBREGON,1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR INDIGENA,2,Indígena,Federal Transferido,MUJERES,1,0,1,0,0,0,0,0,0,0,0,0,0,0,No Asignada
13DCC0801M1,HUAZALINGO,13DCC0801M,JOSE LOPEZ PORTILLO,1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR INDIGENA,2,Indígena,Federal Transferido,MUJERES,1,0,1,0,0,0,0,0,0,0,0,0,0,0,No Asignada
13DCC0828T1,IXMIQUILPAN,13DCC0828T,FERNANDO MONTES DE OCA,1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR INDIGENA,2,Indígena,Federal Transferido,MUJERES,1,0,0,0,0,0,0,0,0,0,0,0,0,1,No Asignada
13DCC0847H1,ATLAPEXCO,13DCC0847H,NARCISO MENDOZA,1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR INDIGENA,2,Indígena,Federal Transferido,MUJERES,1,0,0,0,0,0,0,0,0,0,0,0,0,1,No Asignada
13DCC0870I1,TULANCINGO DE BRAVO,13DCC0870I,FEDERICO FROEBEL,1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR INDIGENA,2,Indígena,Federal Transferido,MUJERES,1,0,0,1,0,0,0,0,0,0,0,0,0,0,No Asignada
13DPB0065J1,HUEHUETLA,13DPB0065J,PENSADOR MEXICANO,1,I2023,EDUCACION BASICA,PRIMARIA,PRIMARIA INDIGENA,3,Indígena,Federal Transferido,MUJERES,1,0,0,0,0,0,0,0,0,1,0,0,0,0,No Asignada
13DPB0070V1,YAHUALICA,13DPB0070V,ADOLFO LOPEZ MATEOS,1,I2023,EDUCACION BASICA,PRIMARIA,PRIMARIA INDIGENA,3,Indígena,Federal Transferido,MUJERES,1,0,0,0,0,0,0,0,0,0,0,0,0,1,No Asignada
13DPB0075Q1,HUEHUETLA,13DPB0075Q,SALVADOR ALLENDE,1,I2023,EDUCACION BASICA,PRIMARIA,PRIMARIA INDIGENA,3,Indígena,Federal Transferido,MUJERES,1,0,0,0,0,0,0,0,0,1,0,0,0,0,No Asignada
13DPB0096C1,ACAXOCHITLAN,13DPB0096C,NIĂOS HEROES DE CHAPULTEPEC,1,I2023,EDUCACION BASICA,PRIMARIA,PRIMARIA INDIGENA,3,Indígena,Federal Transferido,MUJERES,2,0,0,0,0,0,2,0,0,0,0,0,0,0,No Asignada
13DPB0097B1,ACAXOCHITLAN,13DPB0097B,16 DE SEPTIEMBRE,1,I2023,EDUCACION BASICA,PRIMARIA,PRIMARIA INDIGENA,3,Indígena,Federal Transferido,MUJERES,9,0,3,0,0,0,1,0,0,0,0,0,0,5,USAER 47
13DPB0102X1,HUEJUTLA DE REYES,13DPB0102X,19 DE ABRIL,1,I2023,EDUCACION BASICA,PRIMARIA,PRIMARIA INDIGENA,3,Indígena,Federal Transferido,MUJERES,1,0,0,0,0,0,0,1,0,0,0,0,0,0,No Asignada
13DPB0119X1,SAN BARTOLO TUTOTEPEC,13DPB0119X,FRANCISCO VILLA,1,I2023,EDUCACION BASICA,PRIMARIA,PRIMARIA INDIGENA,3,Indígena,Federal Transferido,MUJERES,1,0,0,0,0,0,0,1,0,0,0,0,0,0,USAER 55
13DPB0120M1,SAN BARTOLO TUTOTEPEC,13DPB0120M,NARCISO MENDOZA,1,I2023,EDUCACION BASICA,PRIMARIA,PRIMARIA INDIGENA,3,Indígena,Federal Transferido,MUJERES,1,0,1,0,0,0,0,0,0,0,0,0,0,0,No Asignada
13DPB0121L1,TEPEHUACAN DE GUERRERO,13DPB0121L,FRAY BARTOLOME DE LAS CASAS,1,I2023,EDUCACION BASICA,PRIMARIA,PRIMARIA INDIGENA,3,Indígena,Federal Transferido,MUJERES,2,0,1,0,0,0,0,0,0,0,0,0,0,1,No Asignada
13DPB0122K1,SAN BARTOLO TUTOTEPEC,13DPB0122K,PRIMERO DE MAYO,1,I2023,EDUCACION BASICA,PRIMARIA,PRIMARIA INDIGENA,3,Indígena,Federal Transferido,MUJERES,1,0,0,0,0,0,0,0,0,0,1,0,0,0,No Asignada
13DPB0129D1,SAN BARTOLO TUTOTEPEC,13DPB0129D,MIGUEL HIDALGO Y COSTILLA,1,I2023,EDUCACION BASICA,PRIMARIA,PRIMARIA INDIGENA,3,Indígena,Federal Transferido,MUJERES,1,0,0,0,0,0,1,0,0,0,0,0,0,0,No Asignada
13DPB0131S1,JALTOCAN,13DPB0131S,IGNACIO ZARAGOZA,1,I2023,EDUCACION BASICA,PRIMARIA,PRIMARIA INDIGENA,3,Indígena,Federal Transferido,MUJERES,1,0,0,0,0,0,0,0,0,1,0,0,0,0,No Asignada
13DPB0135O1,TASQUILLO,13DPB0135O,FRAY BARTOLOME DE LAS CASAS,1,I2023,EDUCACION BASICA,PRIMARIA,PRIMARIA INDIGENA,3,Indígena,Federal Transferido,MUJERES,1,0,0,0,0,0,0,0,0,0,1,0,0,0,No Asignada
13DPB0144W1,TENANGO DE DORIA,13DPB0144W,LAZARO CARDENAS,1,I2023,EDUCACION BASICA,PRIMARIA,PRIMARIA INDIGENA,3,Indígena,Federal Transferido,MUJERES,1,0,1,0,0,0,0,0,0,0,0,0,0,0,No Asignada
13DPB0145V1,TENANGO DE DORIA,13DPB0145V,IGNACIO ALLENDE,1,I2023,EDUCACION BASICA,PRIMARIA,PRIMARIA INDIGENA,3,Indígena,Federal Transferido,MUJERES,3,0,2,0,0,0,0,1,0,0,0,0,0,0,No Asignada
13DPB0147T1,TENANGO DE DORIA,13DPB0147T,ADOLFO LOPEZ MATEOS,1,I2023,EDUCACION BASICA,PRIMARIA,PRIMARIA INDIGENA,3,Indígena,Federal Transferido,MUJERES,1,0,1,0,0,0,0,0,0,0,0,0,0,0,No Asignada
13DPB0149R1,TENANGO DE DORIA,13DPB0149R,AMADO NERVO,1,I2023,EDUCACION BASICA,PRIMARIA,PRIMARIA INDIGENA,3,Indígena,Federal Transferido,MUJERES,2,0,0,0,0,0,0,0,0,0,0,0,0,2,No Asignada
13DPB0150G1,TENANGO DE DORIA,13DPB0150G,18 DE MARZO,1,I2023,EDUCACION BASICA,PRIMARIA,PRIMARIA INDIGENA,3,Indígena,Federal Transferido,MUJERES,8,2,1,0,0,0,1,2,0,1,1,0,0,0,No Asignada
13DPB0151F1,TENANGO DE DORIA,13DPB0151F,IGNACIO ZARAGOZA,1,I2023,EDUCACION BASICA,PRIMARIA,PRIMARIA INDIGENA,3,Indígena,Federal Transferido,MUJERES,1,0,1,0,0,0,0,0,0,0,0,0,0,0,No Asignada
13DPB0155B1,HUEHUETLA,13DPB0155B,ASPIRACION CAMPESINA,1,I2023,EDUCACION BASICA,PRIMARIA,PRIMARIA INDIGENA,3,Indígena,Federal Transferido,MUJERES,1,0,0,0,0,0,1,0,0,0,0,0,0,0,No Asignada
13DPB0164J1,TULANCINGO DE BRAVO,13DPB0164J,VEINTE DE NOVIEMBRE,1,I2023,EDUCACION BASICA,PRIMARIA,PRIMARIA INDIGENA,3,Indígena,Federal Transferido,MUJERES,1,0,0,0,0,0,0,0,0,1,0,0,0,0,USAER 46
13DPB0167G1,XOCHIATIPAN,13DPB0167G,CRISTOBAL COLON,1,I2023,EDUCACION BASICA,PRIMARIA,PRIMARIA INDIGENA,3,Indígena,Federal Transferido,MUJERES,1,0,0,0,0,0,0,0,0,0,0,0,0,1,No Asignada
13DPB0176O1,XOCHIATIPAN,13DPB0176O,NICOLAS BRAVO,1,I2023,EDUCACION BASICA,PRIMARIA,PRIMARIA INDIGENA,3,Indígena,Federal Transferido,MUJERES,1,0,1,0,0,0,0,0,0,0,0,0,0,0,No Asignada
13DPB0199Z1,YAHUALICA,13DPB0199Z,24 DE FEBRERO,1,I2023,EDUCACION BASICA,PRIMARIA,PRIMARIA INDIGENA,3,Indígena,Federal Transferido,MUJERES,1,0,0,0,0,0,0,0,0,0,0,0,0,1,No Asignada
13DPB0206S1,TECOZAUTLA,13DPB0206S,GRAL. LAZARO CARDENAS,1,I2023,EDUCACION BASICA,PRIMARIA,PRIMARIA INDIGENA,3,Indígena,Federal Transferido,MUJERES,1,0,0,0,0,0,0,1,0,0,0,0,0,0,No Asignada
13DPB0218X1,TIANGUISTENGO,13DPB0218X,JUSTO SIERRA,1,I2023,EDUCACION BASICA,PRIMARIA,PRIMARIA INDIGENA,3,Indígena,Federal Transferido,MUJERES,1,0,0,0,0,0,1,0,0,0,0,0,0,0,No Asignada
13DPB0220L1,HUEJUTLA DE REYES,13DPB0220L,20 DE NOVIEMBRE,1,I2023,EDUCACION BASICA,PRIMARIA,PRIMARIA INDIGENA,3,Indígena,Federal Transferido,MUJERES,3,1,0,0,0,0,0,0,0,0,1,1,0,0,No Asignada
13DPB0224H1,CARDONAL,13DPB0224H,PROGRESO,1,I2023,EDUCACION BASICA,PRIMARIA,PRIMARIA INDIGENA,3,Indígena,Federal Transferido,MUJERES,1,0,0,0,0,0,1,0,0,0,0,0,0,0,No Asignada
13DPB0236M1,TENANGO DE DORIA,13DPB0236M,AQUILES SERDAN,1,I2023,EDUCACION BASICA,PRIMARIA,PRIMARIA INDIGENA,3,Indígena,Federal Transferido,MUJERES,3,0,0,0,0,0,0,1,0,0,0,0,0,2,No Asignada
13DPB0238K1,ACAXOCHITLAN,13DPB0238K,VICENTE GUERRERO,1,I2023,EDUCACION BASICA,PRIMARIA,PRIMARIA INDIGENA,3,Indígena,Federal Transferido,MUJERES,4,0,2,0,0,0,0,2,0,0,0,0,0,0,USAER 47
13DPB0253C1,HUICHAPAN,13DPB0253C,MIGUEL HIDALGO,1,I2023,EDUCACION BASICA,PRIMARIA,PRIMARIA INDIGENA,3,Indígena,Federal Transferido,MUJERES,1,0,0,1,0,0,0,0,0,0,0,0,0,0,No Asignada
13DPB0257Z1,CARDONAL,13DPB0257Z,NETZAHUALCOYOTL,1,I2023,EDUCACION BASICA,PRIMARIA,PRIMARIA INDIGENA,3,Indígena,Federal Transferido,MUJERES,1,0,1,0,0,0,0,0,0,0,0,0,0,0,No Asignada
13DPB0258Y1,ZIMAPAN,13DPB0258Y,IGNACIO ALLENDE,1,I2023,EDUCACION BASICA,PRIMARIA,PRIMARIA INDIGENA,3,Indígena,Federal Transferido,MUJERES,1,0,0,0,0,0,0,1,0,0,0,0,0,0,No Asignada
13DPB0266G1,CARDONAL,13DPB0266G,IGNACIO ZARAGOZA,1,I2023,EDUCACION BASICA,PRIMARIA,PRIMARIA INDIGENA,3,Indígena,Federal Transferido,MUJERES,2,0,2,0,0,0,0,0,0,0,0,0,0,0,No Asignada
13DPB0278L1,IXMIQUILPAN,13DPB0278L,GRAL. LAZARO CARDENAS,1,I2023,EDUCACION BASICA,PRIMARIA,PRIMARIA INDIGENA,3,Indígena,Federal Transferido,MUJERES,1,0,0,1,0,0,0,0,0,0,0,0,0,0,No Asignada
